"Gene name","Description","M0","M_IFNg","M_IL4"
"STAT1","Isoform Beta of Signal transducer and activator of transcription 1-alpha/beta OS=Homo sapiens GN=STAT1 - [STAT1_HUMAN]","15","30","26"
